openmp, cores, time, n, iterations, p, d, checksum
openmp, 1, 0.00147295, 200, 11, 0.05, 0.85, 1
openmp, 1, 0.0015409, 200, 11, 0.05, 0.85, 1
openmp, 1, 0.00165796, 200, 10, 0.05, 0.85, 1
openmp, 1, 0.00137019, 200, 10, 0.05, 0.85, 1
openmp, 1, 0.00151896, 200, 12, 0.05, 0.85, 1
openmp, 2, 0.00151396, 282, 10, 0.05, 0.85, 1
openmp, 2, 0.00165391, 282, 9, 0.05, 0.85, 1
openmp, 2, 0.00165296, 282, 10, 0.05, 0.85, 1
openmp, 2, 0.00150299, 282, 10, 0.05, 0.85, 1
openmp, 2, 0.001477, 282, 10, 0.05, 0.85, 1
openmp, 3, 0.00217199, 346, 10, 0.05, 0.85, 1
openmp, 3, 0.00176406, 346, 9, 0.05, 0.85, 1
openmp, 3, 0.00158191, 346, 9, 0.05, 0.85, 1
openmp, 3, 0.001791, 346, 9, 0.05, 0.85, 1
openmp, 3, 0.00201702, 346, 9, 0.05, 0.85, 1
openmp, 4, 0.00182295, 400, 9, 0.05, 0.85, 1
openmp, 4, 0.00217795, 400, 9, 0.05, 0.85, 1
openmp, 4, 0.00200987, 400, 9, 0.05, 0.85, 1
openmp, 4, 0.00251698, 400, 9, 0.05, 0.85, 1
openmp, 4, 0.00250101, 400, 9, 0.05, 0.85, 1
openmp, 5, 0.00197291, 447, 9, 0.05, 0.85, 1
openmp, 5, 0.00301504, 447, 9, 0.05, 0.85, 1
openmp, 5, 0.00246215, 447, 9, 0.05, 0.85, 1
openmp, 5, 0.00183892, 447, 9, 0.05, 0.85, 1
openmp, 5, 0.00188398, 447, 9, 0.05, 0.85, 1
openmp, 6, 0.00233889, 489, 9, 0.05, 0.85, 1
openmp, 6, 0.00258112, 489, 8, 0.05, 0.85, 1
openmp, 6, 0.00229287, 489, 8, 0.05, 0.85, 1
openmp, 6, 0.00205207, 489, 8, 0.05, 0.85, 1
openmp, 6, 0.00239778, 489, 9, 0.05, 0.85, 1
openmp, 7, 0.00254107, 529, 8, 0.05, 0.85, 1
openmp, 7, 0.00234604, 529, 8, 0.05, 0.85, 1
openmp, 7, 0.0024991, 529, 8, 0.05, 0.85, 1
openmp, 7, 0.01158, 529, 9, 0.05, 0.85, 1
openmp, 7, 0.00830388, 529, 8, 0.05, 0.85, 1
openmp, 8, 0.00293708, 565, 8, 0.05, 0.85, 1
openmp, 8, 0.00310397, 565, 8, 0.05, 0.85, 1
openmp, 8, 0.002671, 565, 8, 0.05, 0.85, 1
openmp, 8, 0.00259185, 565, 8, 0.05, 0.85, 1
openmp, 8, 0.00361204, 565, 8, 0.05, 0.85, 1
openmp, 9, 0.0101151, 600, 8, 0.05, 0.85, 1
openmp, 9, 0.00377393, 600, 8, 0.05, 0.85, 1
openmp, 9, 0.00488305, 600, 8, 0.05, 0.85, 1
openmp, 9, 0.00297284, 600, 8, 0.05, 0.85, 1
openmp, 9, 0.008955, 600, 8, 0.05, 0.85, 1
openmp, 10, 0.00641298, 632, 8, 0.05, 0.85, 1
openmp, 10, 0.00382018, 632, 8, 0.05, 0.85, 1
openmp, 10, 0.00467515, 632, 8, 0.05, 0.85, 1
openmp, 10, 0.0103509, 632, 8, 0.05, 0.85, 1
openmp, 10, 0.00348806, 632, 8, 0.05, 0.85, 1
openmp, 11, 0.00451207, 663, 8, 0.05, 0.85, 1
openmp, 11, 0.00443316, 663, 8, 0.05, 0.85, 1
openmp, 11, 0.00340414, 663, 8, 0.05, 0.85, 1
openmp, 11, 0.003829, 663, 8, 0.05, 0.85, 1
openmp, 11, 0.0120752, 663, 8, 0.05, 0.85, 1
openmp, 12, 0.173076, 692, 8, 0.05, 0.85, 1
openmp, 12, 0.202036, 692, 8, 0.05, 0.85, 1
openmp, 12, 0.209594, 692, 8, 0.05, 0.85, 1
openmp, 12, 0.208524, 692, 8, 0.05, 0.85, 1
openmp, 12, 0.209658, 692, 8, 0.05, 0.85, 1
openmp, 13, 0.202038, 721, 8, 0.05, 0.85, 1
openmp, 13, 0.0828328, 721, 8, 0.05, 0.85, 1
openmp, 13, 0.206219, 721, 8, 0.05, 0.85, 1
openmp, 13, 0.182876, 721, 8, 0.05, 0.85, 1
