openmp, cores, time, n, iterations, p, d, checksum
openmp, 20, 0.201369, 200, 7, 0.05, 0.85, 0.999912
openmp, 20, 0.00504398, 200, 8, 0.05, 0.85, 1.0016
openmp, 20, 0.204507, 200, 7, 0.05, 0.85, 1.00103
openmp, 20, 0.00789809, 200, 7, 0.05, 0.85, 1.0004
openmp, 20, 0.206823, 200, 8, 0.05, 0.85, 1.00143
openmp, 21, 0.201789, 200, 7, 0.05, 0.85, 1.00095
openmp, 21, 0.203893, 200, 8, 0.05, 0.85, 1.00111
openmp, 21, 0.0733268, 200, 7, 0.05, 0.85, 1.00042
openmp, 21, 0.214919, 200, 7, 0.05, 0.85, 1.00097
openmp, 21, 0.207067, 200, 7, 0.05, 0.85, 0.999829
openmp, 22, 0.206503, 200, 7, 0.05, 0.85, 1.00057
openmp, 22, 0.207115, 200, 7, 0.05, 0.85, 1.0007
openmp, 22, 0.203734, 200, 7, 0.05, 0.85, 1.00068
openmp, 22, 0.201956, 200, 7, 0.05, 0.85, 0.999904
openmp, 22, 0.212515, 200, 7, 0.05, 0.85, 1.0002
openmp, 23, 0.207379, 200, 7, 0.05, 0.85, 1.00043
openmp, 23, 0.203389, 200, 7, 0.05, 0.85, 1.00022
openmp, 23, 0.20198, 200, 7, 0.05, 0.85, 1.00023
openmp, 23, 0.206799, 200, 7, 0.05, 0.85, 1.00045
openmp, 23, 0.201481, 200, 7, 0.05, 0.85, 0.999491
openmp, 24, 0.010391, 200, 8, 0.05, 0.85, 1.00118
openmp, 24, 0.20202, 200, 8, 0.05, 0.85, 1.00145
openmp, 24, 0.201701, 200, 7, 0.05, 0.85, 0.999983
openmp, 24, 0.204061, 200, 18, 0.05, 0.85, 1.0008
openmp, 24, 0.206988, 200, 7, 0.05, 0.85, 1.00126
