openmp, cores, time, n, iterations, p, d, checksum
openmp, 11, 0.821161, 13266, 3, 0.05, 0.85, 0.999999
openmp, 11, 0.815552, 13266, 3, 0.05, 0.85, 0.999998
openmp, 11, 0.850853, 13266, 3, 0.05, 0.85, 0.999999
openmp, 12, 0.937011, 13856, 3, 0.05, 0.85, 0.999998
openmp, 12, 0.758709, 13856, 3, 0.05, 0.85, 0.999998
openmp, 12, 0.837491, 13856, 3, 0.05, 0.85, 0.999996
openmp, 12, 0.881483, 13856, 3, 0.05, 0.85, 1
openmp, 12, 0.981969, 13856, 3, 0.05, 0.85, 1
openmp, 13, 1.06263, 14422, 3, 0.05, 0.85, 0.999999
openmp, 13, 0.943589, 14422, 3, 0.05, 0.85, 1
openmp, 13, 0.953224, 14422, 3, 0.05, 0.85, 0.999997
openmp, 13, 0.952448, 14422, 3, 0.05, 0.85, 0.999997
openmp, 13, 0.925745, 14422, 3, 0.05, 0.85, 0.999999
openmp, 14, 1.01638, 14966, 3, 0.05, 0.85, 1
openmp, 14, 0.99508, 14966, 3, 0.05, 0.85, 1
openmp, 14, 1.09228, 14966, 3, 0.05, 0.85, 0.999998
openmp, 14, 1.08168, 14966, 3, 0.05, 0.85, 1
openmp, 14, 1.06421, 14966, 3, 0.05, 0.85, 1
openmp, 15, 1.20611, 15491, 3, 0.05, 0.85, 0.999996
openmp, 15, 1.13772, 15491, 3, 0.05, 0.85, 0.999999
openmp, 15, 1.20687, 15491, 3, 0.05, 0.85, 1
openmp, 15, 1.01394, 15491, 3, 0.05, 0.85, 1
openmp, 15, 1.08689, 15491, 3, 0.05, 0.85, 1
openmp, 16, 1.29903, 16000, 3, 0.05, 0.85, 1
openmp, 16, 1.23985, 16000, 3, 0.05, 0.85, 0.999999
openmp, 16, 1.19246, 16000, 3, 0.05, 0.85, 1
openmp, 16, 1.19119, 16000, 3, 0.05, 0.85, 0.999999
openmp, 16, 1.19715, 16000, 3, 0.05, 0.85, 0.999998
openmp, 17, 1.22222, 16492, 3, 0.05, 0.85, 1
openmp, 17, 1.1918, 16492, 3, 0.05, 0.85, 1
openmp, 17, 1.26654, 16492, 3, 0.05, 0.85, 0.999998
openmp, 17, 1.22884, 16492, 3, 0.05, 0.85, 1
openmp, 17, 1.27266, 16492, 3, 0.05, 0.85, 0.999998
openmp, 18, 1.31609, 16970, 3, 0.05, 0.85, 0.999999
openmp, 18, 1.29975, 16970, 3, 0.05, 0.85, 1
openmp, 18, 1.38229, 16970, 3, 0.05, 0.85, 0.999999
openmp, 18, 1.37804, 16970, 3, 0.05, 0.85, 1
openmp, 18, 1.27134, 16970, 3, 0.05, 0.85, 0.999998
openmp, 19, 1.45603, 17435, 3, 0.05, 0.85, 0.999998
openmp, 19, 1.30084, 17435, 3, 0.05, 0.85, 0.999999
openmp, 19, 1.35467, 17435, 3, 0.05, 0.85, 1
openmp, 19, 1.36598, 17435, 3, 0.05, 0.85, 0.999999
openmp, 19, 1.41729, 17435, 3, 0.05, 0.85, 1
openmp, 20, 1.47836, 17888, 3, 0.05, 0.85, 1
