openmp, cores, time, n, iterations, p, d, checksum
openmp, 16, 0.201862, 200, 7, 0.05, 0.85, 1.00065
openmp, 16, 0.11924, 200, 8, 0.05, 0.85, 1.00128
openmp, 17, 0.00718713, 200, 8, 0.05, 0.85, 1.00053
openmp, 17, 0.0104361, 200, 7, 0.05, 0.85, 1.0002
openmp, 17, 0.00615311, 200, 7, 0.05, 0.85, 1.00033
openmp, 17, 0.00872397, 200, 7, 0.05, 0.85, 1.00072
openmp, 17, 0.0716159, 200, 7, 0.05, 0.85, 1.00046
openmp, 18, 0.0102539, 200, 21, 0.05, 0.85, 1.00068
openmp, 18, 0.00565219, 200, 7, 0.05, 0.85, 1.00092
openmp, 18, 0.0130229, 200, 22, 0.05, 0.85, 1.00053
openmp, 18, 0.132815, 200, 7, 0.05, 0.85, 1.00047
openmp, 18, 0.0112998, 200, 7, 0.05, 0.85, 1.00086
openmp, 19, 0.00402594, 200, 7, 0.05, 0.85, 1.00049
openmp, 19, 0.00562906, 200, 7, 0.05, 0.85, 1.00074
openmp, 19, 0.00675011, 200, 7, 0.05, 0.85, 1.00059
openmp, 19, 0.123248, 200, 7, 0.05, 0.85, 1.00058
openmp, 19, 0.0123849, 200, 7, 0.05, 0.85, 1.00019
openmp, 20, 0.204828, 200, 7, 0.05, 0.85, 1.001
openmp, 20, 0.119259, 200, 8, 0.05, 0.85, 1.00184
openmp, 20, 0.206315, 200, 7, 0.05, 0.85, 1.00046
openmp, 20, 0.204633, 200, 7, 0.05, 0.85, 1.00124
openmp, 20, 0.206004, 200, 7, 0.05, 0.85, 1.00108
openmp, 21, 0.0129058, 200, 7, 0.05, 0.85, 1.00077
openmp, 21, 0.0085659, 200, 7, 0.05, 0.85, 1.00107
openmp, 21, 0.011651, 200, 7, 0.05, 0.85, 1.00025
openmp, 21, 0.0243092, 200, 7, 0.05, 0.85, 1.00107
openmp, 21, 0.0260351, 200, 8, 0.05, 0.85, 1.00101
openmp, 22, 0.017498, 200, 7, 0.05, 0.85, 1.00027
openmp, 22, 0.206024, 200, 7, 0.05, 0.85, 1.00141
openmp, 22, 0.202711, 200, 7, 0.05, 0.85, 1.00059
openmp, 22, 0.204893, 200, 7, 0.05, 0.85, 1.00065
openmp, 22, 0.04512, 200, 8, 0.05, 0.85, 1.00132
openmp, 23, 0.207038, 200, 7, 0.05, 0.85, 0.999708
openmp, 23, 0.202722, 200, 7, 0.05, 0.85, 1.00053
openmp, 23, 0.203562, 200, 7, 0.05, 0.85, 1.00079
openmp, 23, 0.201452, 200, 8, 0.05, 0.85, 1.00126
openmp, 23, 0.204888, 200, 8, 0.05, 0.85, 1.00075
openmp, 24, 0.204659, 200, 7, 0.05, 0.85, 1.00097
openmp, 24, 0.207505, 200, 8, 0.05, 0.85, 1.00153
openmp, 24, 0.202866, 200, 7, 0.05, 0.85, 1.00004
openmp, 24, 0.201485, 200, 7, 0.05, 0.85, 1.00096
openmp, 24, 0.205862, 200, 7, 0.05, 0.85, 1.00082
